n,assetId,sku,product,mothersDay,role,facets,seed,filename,prompt,negativePrompt
"44","fo-bq-005-detail","FO-BQ-005","Northern Light","","detail","bouquet · minimal · premium","130950375","fo-bq-005-detail.png","A close detail of the same bouquet of 18 pure white roses: the three nearest heads filling the frame at 4:5, the white paper edge visible at the bottom, on a neutral warm-grey seamless background, soft north light from the left, petal texture and calyx sharp, colour-accurate pure white, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"45","fo-bq-006-hero","FO-BQ-006","Velvet Evening","","hero","bouquet · luxury · luxury","71081309","fo-bq-006-hero.png","A hand-tied luxury bouquet of 18 deep red roses with eucalyptus, wrapped in white paper and tied with plain twine, centred at 4:5 with an 8% margin on every side, on a neutral warm-grey seamless background, soft north light from the left, colour-accurate deep red heads, natural stem structure, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"46","fo-bq-006-detail","FO-BQ-006","Velvet Evening","","detail","bouquet · luxury · luxury","1781327","fo-bq-006-detail.png","A close detail of the same bouquet of 18 deep red roses: the three nearest heads filling the frame at 4:5, the white paper edge visible at the bottom, on a neutral warm-grey seamless background, soft north light from the left, petal texture and calyx sharp, colour-accurate deep red, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"47","fo-bq-008-hero","FO-BQ-008","Winter Rose","","hero","bouquet · classic · premium","110233861","fo-bq-008-hero.png","A hand-tied bouquet of 18 pure white roses with eucalyptus, wrapped in white paper and tied with plain twine, centred at 4:5 with an 8% margin on every side, on a neutral warm-grey seamless background, soft north light from the left, colour-accurate pure white heads, natural stem structure, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"48","fo-bq-008-detail","FO-BQ-008","Winter Rose","","detail","bouquet · classic · premium","36475882","fo-bq-008-detail.png","A close detail of the same bouquet of 18 pure white roses: the three nearest heads filling the frame at 4:5, the white paper edge visible at the bottom, on a neutral warm-grey seamless background, soft north light from the left, petal texture and calyx sharp, colour-accurate pure white, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"49","fo-bq-010-hero","FO-BQ-010","Sunday Market","","hero","bouquet · rustic · essential","252981911","fo-bq-010-hero.png","A hand-tied rustic bouquet of 25 bright yellow tulips, wrapped in kraft paper and tied with plain twine, centred at 4:5 with an 8% margin on every side, on a neutral warm-grey seamless background, soft north light from the left, colour-accurate bright yellow heads, natural stem structure, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"50","fo-bq-010-detail","FO-BQ-010","Sunday Market","","detail","bouquet · rustic · essential","55793566","fo-bq-010-detail.png","A close detail of the same bouquet of 25 bright yellow tulips: the three nearest heads filling the frame at 4:5, the kraft paper edge visible at the bottom, on a neutral warm-grey seamless background, soft north light from the left, satin petal texture sharp, colour-accurate bright yellow, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"51","fo-bq-011-hero","FO-BQ-011","First Thaw","","hero","bouquet · minimal · classic","234726282","fo-bq-011-hero.png","A hand-tied restrained bouquet of 25 pure white tulips, wrapped in kraft paper and tied with plain twine, centred at 4:5 with an 8% margin on every side, on a neutral warm-grey seamless background, soft north light from the left, colour-accurate pure white heads, natural stem structure, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"52","fo-bq-011-detail","FO-BQ-011","First Thaw","","detail","bouquet · minimal · classic","256211173","fo-bq-011-detail.png","A close detail of the same bouquet of 25 pure white tulips: the three nearest heads filling the frame at 4:5, the kraft paper edge visible at the bottom, on a neutral warm-grey seamless background, soft north light from the left, satin petal texture sharp, colour-accurate pure white, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"53","fo-bq-013-hero","FO-BQ-013","April Window","","hero","bouquet · modern · classic","235267052","fo-bq-013-hero.png","A hand-tied modern bouquet of 25 deep purple tulips, wrapped in kraft paper and tied with plain twine, centred at 4:5 with an 8% margin on every side, on a neutral warm-grey seamless background, soft north light from the left, colour-accurate deep purple heads, natural stem structure, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"54","fo-bq-013-detail","FO-BQ-013","April Window","","detail","bouquet · modern · classic","225783200","fo-bq-013-detail.png","A close detail of the same bouquet of 25 deep purple tulips: the three nearest heads filling the frame at 4:5, the kraft paper edge visible at the bottom, on a neutral warm-grey seamless background, soft north light from the left, satin petal texture sharp, colour-accurate deep purple, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"55","fo-bq-014-hero","FO-BQ-014","Tulip Parade","","hero","bouquet · modern · classic","149007113","fo-bq-014-hero.png","A hand-tied modern bouquet of 25 vivid tulips, wrapped in kraft paper and tied with plain twine, centred at 4:5 with an 8% margin on every side, on a neutral warm-grey seamless background, soft north light from the left, colour-accurate vivid heads, natural stem structure, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"56","fo-bq-014-detail","FO-BQ-014","Tulip Parade","","detail","bouquet · modern · classic","234638676","fo-bq-014-detail.png","A close detail of the same bouquet of 25 vivid tulips: the three nearest heads filling the frame at 4:5, the kraft paper edge visible at the bottom, on a neutral warm-grey seamless background, soft north light from the left, satin petal texture sharp, colour-accurate vivid, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"57","fo-bq-016-hero","FO-BQ-016","Evening Chapel","","hero","bouquet · classic · premium","50990919","fo-bq-016-hero.png","A hand-tied bouquet of 8 pure white lilies with dark green foliage, wrapped in white paper and tied with plain twine, centred at 4:5 with an 8% margin on every side, on a neutral warm-grey seamless background, soft north light from the left, colour-accurate pure white heads, natural stem structure, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"58","fo-bq-016-detail","FO-BQ-016","Evening Chapel","","detail","bouquet · classic · premium","103712391","fo-bq-016-detail.png","A close detail of the same bouquet of 8 pure white lilies: the three nearest heads filling the frame at 4:5, the white paper edge visible at the bottom, on a neutral warm-grey seamless background, soft north light from the left, stamens and petal veining sharp, colour-accurate pure white, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"59","fo-bq-017-hero","FO-BQ-017","Snow Lantern","","hero","bouquet · minimal · classic","239140107","fo-bq-017-hero.png","A hand-tied restrained bouquet of 8 pure white lilies with dark green foliage, wrapped in kraft paper and tied with plain twine, centred at 4:5 with an 8% margin on every side, on a neutral warm-grey seamless background, soft north light from the left, colour-accurate pure white heads, natural stem structure, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"60","fo-bq-017-detail","FO-BQ-017","Snow Lantern","","detail","bouquet · minimal · classic","205902495","fo-bq-017-detail.png","A close detail of the same bouquet of 8 pure white lilies: the three nearest heads filling the frame at 4:5, the kraft paper edge visible at the bottom, on a neutral warm-grey seamless background, soft north light from the left, stamens and petal veining sharp, colour-accurate pure white, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"61","fo-bq-021-hero","FO-BQ-021","Blush Terrace","","hero","bouquet · luxury · luxury","32802099","fo-bq-021-hero.png","A hand-tied luxury bouquet of 15 soft pink peonies, wrapped in white paper and tied with plain twine, centred at 4:5 with an 8% margin on every side, on a neutral warm-grey seamless background, soft north light from the left, colour-accurate soft pink heads, natural stem structure, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"62","fo-bq-021-detail","FO-BQ-021","Blush Terrace","","detail","bouquet · luxury · luxury","97779812","fo-bq-021-detail.png","A close detail of the same bouquet of 15 soft pink peonies: the three nearest heads filling the frame at 4:5, the white paper edge visible at the bottom, on a neutral warm-grey seamless background, soft north light from the left, ruffled petal layers and green sepals sharp, colour-accurate soft pink, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"63","fo-bq-022-hero","FO-BQ-022","Peony Hour","","hero","bouquet · minimal · premium","249811054","fo-bq-022-hero.png","A hand-tied restrained bouquet of 15 pure white peonies, wrapped in white paper and tied with plain twine, centred at 4:5 with an 8% margin on every side, on a neutral warm-grey seamless background, soft north light from the left, colour-accurate pure white heads, natural stem structure, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"64","fo-bq-022-detail","FO-BQ-022","Peony Hour","","detail","bouquet · minimal · premium","268162347","fo-bq-022-detail.png","A close detail of the same bouquet of 15 pure white peonies: the three nearest heads filling the frame at 4:5, the white paper edge visible at the bottom, on a neutral warm-grey seamless background, soft north light from the left, ruffled petal layers and green sepals sharp, colour-accurate pure white, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"65","fo-bq-024-hero","FO-BQ-024","High Summer","","hero","bouquet · rustic · essential","70199690","fo-bq-024-hero.png","A hand-tied rustic bouquet of 9 bright yellow sunflowers with wheat and green foliage, wrapped in kraft paper and tied with plain twine, centred at 4:5 with an 8% margin on every side, on a neutral warm-grey seamless background, soft north light from the left, colour-accurate bright yellow heads, natural stem structure, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"66","fo-bq-024-detail","FO-BQ-024","High Summer","","detail","bouquet · rustic · essential","236018864","fo-bq-024-detail.png","A close detail of the same bouquet of 9 bright yellow sunflowers: the three nearest heads filling the frame at 4:5, the kraft paper edge visible at the bottom, on a neutral warm-grey seamless background, soft north light from the left, seed-head texture and petal edges sharp, colour-accurate bright yellow, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"67","fo-bq-025-hero","FO-BQ-025","Late Harvest","","hero","bouquet · rustic · classic","101415413","fo-bq-025-hero.png","A hand-tied rustic bouquet of 9 warm orange sunflowers with wheat and green foliage, wrapped in kraft paper and tied with plain twine, centred at 4:5 with an 8% margin on every side, on a neutral warm-grey seamless background, soft north light from the left, colour-accurate warm orange heads, natural stem structure, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"68","fo-bq-025-detail","FO-BQ-025","Late Harvest","","detail","bouquet · rustic · classic","173129962","fo-bq-025-detail.png","A close detail of the same bouquet of 9 warm orange sunflowers: the three nearest heads filling the frame at 4:5, the kraft paper edge visible at the bottom, on a neutral warm-grey seamless background, soft north light from the left, seed-head texture and petal edges sharp, colour-accurate warm orange, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"69","fo-bq-026-hero","FO-BQ-026","Bright Side","","hero","bouquet · modern · essential","247107502","fo-bq-026-hero.png","A hand-tied modern bouquet of 15 vivid gerberas, wrapped in kraft paper and tied with plain twine, centred at 4:5 with an 8% margin on every side, on a neutral warm-grey seamless background, soft north light from the left, colour-accurate vivid heads, natural stem structure, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"70","fo-bq-026-detail","FO-BQ-026","Bright Side","","detail","bouquet · modern · essential","93947","fo-bq-026-detail.png","A close detail of the same bouquet of 15 vivid gerberas: the three nearest heads filling the frame at 4:5, the kraft paper edge visible at the bottom, on a neutral warm-grey seamless background, soft north light from the left, the flat disc florets and petal edges sharp, colour-accurate vivid, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"71","fo-bq-027-hero","FO-BQ-027","Carousel","","hero","bouquet · modern · essential","235517116","fo-bq-027-hero.png","A hand-tied modern bouquet of 15 mixed-colour gerberas, wrapped in kraft paper and tied with plain twine, centred at 4:5 with an 8% margin on every side, on a neutral warm-grey seamless background, soft north light from the left, colour-accurate mixed-colour heads, natural stem structure, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"72","fo-bq-027-detail","FO-BQ-027","Carousel","","detail","bouquet · modern · essential","250590234","fo-bq-027-detail.png","A close detail of the same bouquet of 15 mixed-colour gerberas: the three nearest heads filling the frame at 4:5, the kraft paper edge visible at the bottom, on a neutral warm-grey seamless background, soft north light from the left, the flat disc florets and petal edges sharp, colour-accurate mixed-colour, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"73","fo-bq-029-hero","FO-BQ-029","Garden Letter","","hero","bouquet · rustic · classic","25087287","fo-bq-029-hero.png","A hand-tied rustic bouquet of 18 soft pastel mixed, wrapped in kraft paper and tied with plain twine, centred at 4:5 with an 8% margin on every side, on a neutral warm-grey seamless background, soft north light from the left, colour-accurate soft pastel heads, natural stem structure, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"74","fo-bq-029-detail","FO-BQ-029","Garden Letter","","detail","bouquet · rustic · classic","216778691","fo-bq-029-detail.png","A close detail of the same bouquet of 18 soft pastel mixed: the three nearest heads filling the frame at 4:5, the kraft paper edge visible at the bottom, on a neutral warm-grey seamless background, soft north light from the left, petal texture across the three nearest heads sharp, colour-accurate soft pastel, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"75","fo-bq-030-hero","FO-BQ-030","Late Summer Table","","hero","bouquet · rustic · classic","37780248","fo-bq-030-hero.png","A hand-tied rustic bouquet of 18 warm orange mixed, wrapped in kraft paper and tied with plain twine, centred at 4:5 with an 8% margin on every side, on a neutral warm-grey seamless background, soft north light from the left, colour-accurate warm orange heads, natural stem structure, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"76","fo-bq-030-detail","FO-BQ-030","Late Summer Table","","detail","bouquet · rustic · classic","144098734","fo-bq-030-detail.png","A close detail of the same bouquet of 18 warm orange mixed: the three nearest heads filling the frame at 4:5, the kraft paper edge visible at the bottom, on a neutral warm-grey seamless background, soft north light from the left, petal texture across the three nearest heads sharp, colour-accurate warm orange, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"77","fo-bq-031-hero","FO-BQ-031","Pastel Weekend","","hero","bouquet · minimal · essential","235399852","fo-bq-031-hero.png","A hand-tied restrained bouquet of 18 soft pastel mixed, wrapped in kraft paper and tied with plain twine, centred at 4:5 with an 8% margin on every side, on a neutral warm-grey seamless background, soft north light from the left, colour-accurate soft pastel heads, natural stem structure, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"78","fo-bq-031-detail","FO-BQ-031","Pastel Weekend","","detail","bouquet · minimal · essential","120484536","fo-bq-031-detail.png","A close detail of the same bouquet of 18 soft pastel mixed: the three nearest heads filling the frame at 4:5, the kraft paper edge visible at the bottom, on a neutral warm-grey seamless background, soft north light from the left, petal texture across the three nearest heads sharp, colour-accurate soft pastel, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"79","fo-bq-032-hero","FO-BQ-032","Painter's Table","","hero","bouquet · modern · premium","151815220","fo-bq-032-hero.png","A hand-tied modern bouquet of 18 vivid mixed, wrapped in white paper and tied with plain twine, centred at 4:5 with an 8% margin on every side, on a neutral warm-grey seamless background, soft north light from the left, colour-accurate vivid heads, natural stem structure, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"80","fo-bq-032-detail","FO-BQ-032","Painter's Table","","detail","bouquet · modern · premium","10358486","fo-bq-032-detail.png","A close detail of the same bouquet of 18 vivid mixed: the three nearest heads filling the frame at 4:5, the white paper edge visible at the bottom, on a neutral warm-grey seamless background, soft north light from the left, petal texture across the three nearest heads sharp, colour-accurate vivid, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"81","fo-bq-033-hero","FO-BQ-033","Long Weekend","","hero","bouquet · rustic · essential","219320956","fo-bq-033-hero.png","A hand-tied rustic bouquet of 18 mixed-colour mixed, wrapped in kraft paper and tied with plain twine, centred at 4:5 with an 8% margin on every side, on a neutral warm-grey seamless background, soft north light from the left, colour-accurate mixed-colour heads, natural stem structure, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"82","fo-bq-033-detail","FO-BQ-033","Long Weekend","","detail","bouquet · rustic · essential","182297281","fo-bq-033-detail.png","A close detail of the same bouquet of 18 mixed-colour mixed: the three nearest heads filling the frame at 4:5, the kraft paper edge visible at the bottom, on a neutral warm-grey seamless background, soft north light from the left, petal texture across the three nearest heads sharp, colour-accurate mixed-colour, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"83","fo-bq-034-hero","FO-BQ-034","Season's Hand","","hero","bouquet · rustic · classic","264982509","fo-bq-034-hero.png","A hand-tied rustic bouquet of 18 mixed-colour seasonal stems, wrapped in kraft paper and tied with plain twine, centred at 4:5 with an 8% margin on every side, on a neutral warm-grey seamless background, soft north light from the left, colour-accurate mixed-colour heads, natural stem structure, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"84","fo-bq-034-detail","FO-BQ-034","Season's Hand","","detail","bouquet · rustic · classic","177578600","fo-bq-034-detail.png","A close detail of the same bouquet of 18 mixed-colour seasonal stems: the three nearest heads filling the frame at 4:5, the kraft paper edge visible at the bottom, on a neutral warm-grey seamless background, soft north light from the left, petal texture across the three nearest heads sharp, colour-accurate mixed-colour, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
"85","fo-bq-035-hero","FO-BQ-035","Harvest Light","","hero","bouquet · rustic · classic","126263332","fo-bq-035-hero.png","A hand-tied rustic bouquet of 18 warm orange seasonal stems, wrapped in kraft paper and tied with plain twine, centred at 4:5 with an 8% margin on every side, on a neutral warm-grey seamless background, soft north light from the left, colour-accurate warm orange heads, natural stem structure, no hands, no faces, no text.","hands, fingers, arms, faces, people, shop interior, shopfront, premises, signage, text, lettering, numbers, watermark, logo, price tag, greetings card message, fused or impossible stems, extra petals, melted or waxy petals, plastic or silk flowers, wilted flowers, wrong flower species, implausible stem count, harsh flash, heavy vignette, cluttered background, props, tiled or repeated pattern"
